Date,Time,BoxID,UserID,Latitude,Longitude,Quality,Satellites,Altitude,Speed,PLMN,Network,ScanType,TAC,CellID,ShortCellID,eNB,PCI,EARFCN,PWR,RSRQ,RSRP,DRX,CQI,N1_TAC,N1_CellID,N1_ShortCellID,N1_eNB,N1_PCI,N1_EARFCN,N1_PWR,N1_RSRQ,N1_RSRP,N1_DRX,N1_CQI,N2_TAC,N2_CellID,N2_ShortCellID,N2_eNB,N2_PCI,N2_EARFCN,N2_PWR,N2_RSRQ,N2_RSRP,N2_DRX,N2_CQI,N3_TAC,N3_CellID,N3_ShortCellID,N3_eNB,N3_PCI,N3_EARFCN,N3_PWR,N3_RSRQ,N3_RSRP,N3_DRX,N3_CQI,N4_TAC,N4_CellID,N4_ShortCellID,N4_eNB,N4_PCI,N4_EARFCN,N4_PWR,N4_RSRQ,N4_RSRP,N4_DRX,N4_CQI,N5_TAC,N5_CellID,N5_ShortCellID,N5_eNB,N5_PCI,N5_EARFCN,N5_PWR,N5_RSRQ,N5_RSRP,N5_DRX,N5_CQI,N6_TAC,N6_CellID,N6_ShortCellID,N6_eNB,N6_PCI,N6_EARFCN,N6_PWR,N6_RSRQ,N6_RSRP,N6_DRX,N6_CQI,N7_TAC,N7_CellID,N7_ShortCellID,N7_eNB,N7_PCI,N7_EARFCN,N7_PWR,N7_RSRQ,N7_RSRP,N7_DRX,N7_CQI,N8_TAC,N8_CellID,N8_ShortCellID,N8_eNB,N8_PCI,N8_EARFCN,N8_PWR,N8_RSRQ,N8_RSRP,N8_DRX,N8_CQI,N9_TAC,N9_CellID,N9_ShortCellID,N9_eNB,N9_PCI,N9_EARFCN,N9_PWR,N9_RSRQ,N9_RSRP,N9_DRX,N9_CQI,N10_TAC,N10_CellID,N10_ShortCellID,N10_eNB,N10_PCI,N10_EARFCN,N10_PWR,N10_RSRQ,N10_RSRP,N10_DRX,N10_CQI,N11_TAC,N11_CellID,N11_ShortCellID,N11_eNB,N11_PCI,N11_EARFCN,N11_PWR,N11_RSRQ,N11_RSRP,N11_DRX,N11_CQI,N12_TAC,N12_CellID,N12_ShortCellID,N12_eNB,N12_PCI,N12_EARFCN,N12_PWR,N12_RSRQ,N12_RSRP,N12_DRX,N12_CQI,N13_TAC,N13_CellID,N13_ShortCellID,N13_eNB,N13_PCI,N13_EARFCN,N13_PWR,N13_RSRQ,N13_RSRP,N13_DRX,N13_CQI,N14_TAC,N14_CellID,N14_ShortCellID,N14_eNB,N14_PCI,N14_EARFCN,N14_PWR,N14_RSRQ,N14_RSRP,N14_DRX,N14_CQI,N15_TAC,N15_CellID,N15_ShortCellID,N15_eNB,N15_PCI,N15_EARFCN,N15_PWR,N15_RSRQ,N15_RSRP,N15_DRX,N15_CQI
25/5/2024,10:53:51,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,12,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743246,14,14622,423,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:53:53,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,14,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743242,10,14622,498,6300,-58,-7,-82,,,40967,3743256,24,14622,424,323,-69,-12,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:53:55,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,14,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743242,10,14622,498,6300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:53:55,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,14,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743252,20,14622,499,6300,-59,-8,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:53:56,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,14,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743252,20,14622,499,6300,-59,-8,-86,,,40967,3743242,10,14622,498,6300,-59,-10,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:53:56,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,14,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743252,20,14622,499,6300,-59,-9,-86,,,40967,3743242,10,14622,498,6300,-59,-8,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:53:57,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,14,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743252,20,14622,499,6300,-59,-9,-86,,,40967,3743242,10,14622,498,6300,-58,-8,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:53:58,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,13,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743252,20,14622,499,6300,-59,-10,-86,,,40967,3743242,10,14622,498,6300,-59,-9,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:53:59,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,13,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743252,20,14622,499,6300,-59,-10,-86,,,40967,3743242,10,14622,498,6300,-58,-9,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:54:00,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,12,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743252,20,14622,499,6300,-59,-10,-86,,,40967,3743242,10,14622,498,6300,-60,-8,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:54:01,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,12,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743252,20,14622,499,6300,-60,-9,-87,,,40967,3743242,10,14622,498,6300,-60,-7,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:54:02,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,11,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743252,20,14622,499,6300,-60,-9,-87,,,40967,3743242,10,14622,498,6300,-60,-7,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:54:03,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,12,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743252,20,14622,499,6300,-59,-9,-87,,,40967,3743242,10,14622,498,6300,-60,-8,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:54:04,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,12,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743252,20,14622,499,6300,-59,-9,-87,,,40967,3743242,10,14622,498,6300,-61,-8,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:54:05,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,12,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743252,20,14622,499,6300,-61,-9,-87,,,40967,3743242,10,14622,498,6300,-58,-10,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:54:06,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,11,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743252,20,14622,499,6300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:54:08,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,14,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743256,24,14622,424,323,-69,-8,-97,,,40967,3743242,10,14622,498,6300,-57,-12,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:54:10,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,14,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743256,24,14622,424,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:54:10,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,14,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743256,24,14622,424,323,-70,-7,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:54:11,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,14,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743256,24,14622,424,323,-70,-10,-100,,,40967,3743246,14,14622,423,323,-68,-10,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:54:11,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,14,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743256,24,14622,424,323,-70,-10,-100,,,40967,3743246,14,14622,423,323,-69,-10,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:54:12,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,13,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743256,24,14622,424,323,-70,-11,-100,,,40967,3743246,14,14622,423,323,-69,-12,-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:54:13,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,13,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743256,24,14622,424,323,-68,-11,-99,,,40967,3743246,14,14622,423,323,-69,-11,-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:54:14,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,12,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743256,24,14622,424,323,-65,-15,-99,,,40967,3743246,14,14622,423,323,-65,-14,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:54:15,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,11,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743256,24,14622,424,323,-71,-11,-100,,,40967,3743246,14,14622,423,323,-70,-11,-102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:54:16,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,10,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743256,24,14622,424,323,-72,-10,-101,,,40967,3743246,14,14622,423,323,-71,-10,-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:54:17,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,10,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743256,24,14622,424,323,-68,-12,-100,,,40967,3743246,14,14622,423,323,-69,-10,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:54:18,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,10,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743256,24,14622,424,323,-71,-11,-101,,,40967,3743246,14,14622,423,323,-70,-11,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:54:19,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,10,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743256,24,14622,424,323,-71,-10,-100,,,40967,3743246,14,14622,423,323,-68,-11,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/2024,10:54:20,356151100961201,24May25_105434.6.nmf,53.4198647,-1.4532688,1,10,174,0,23415,Vodafone Ltd.,00000000 10000000,40967,3743256,24,14622,424,323,-68,-12,-100,,,40967,3743246,14,14622,423,323,-68,-11,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
